_key,_id,_from,_to,_rev,destinationGlobalID,esri__rtn,globalid,id,objectid,originGlobalID
esri__HasStyle_296545,esri__single_edge_collection/esri__HasStyle_296545,Beer/265006,Style/260567,_dMtPKeu--A,{582D1F33-6408-4AF7-B5F0-62BDBCE273AB},HasStyle,{2FEED08E-F21B-47B7-B574-A039330C8FE2},6,296545,{7AE4FDD8-BDFE-437E-88D9-B544BC546933}
esri__HasStyle_296548,esri__single_edge_collection/esri__HasStyle_296548,Beer/281662,Style/260603,_dMtPKeu--G,{EAF64D13-4196-4803-B427-3724624A0358},HasStyle,{A8368611-84C0-4B30-AB88-28779F09FB7F},17,296548,{A672F4F8-4C6C-4602-B82E-A3E84D9818B1}
esri__HasStyle_296551,esri__single_edge_collection/esri__HasStyle_296551,Beer/268905,Style/260354,_dMtPKey--H,{05A6157D-7EDF-4719-ACCB-1DCA6F7FBE0B},HasStyle,{18C79606-527F-4AC5-91FA-501BD3BDCA4E},29,296551,{049D8C3D-FADE-4CC0-88CD-2DC9B08E6C79}
esri__HasStyle_296755,esri__single_edge_collection/esri__HasStyle_296755,Beer/277778,Style/260543,_dMtPKey--F,{21F7E165-78C5-4383-BFC5-5C50E5AB1FCD},HasStyle,{3B1A1E7C-C2AC-4982-9AB0-C2E133B674A6},349,296755,{83A0861A-73EA-4B10-A465-FE86C755225C}
esri__HasStyle_296758,esri__single_edge_collection/esri__HasStyle_296758,Beer/276672,Style/260471,_dMtPKeu--C,{8D868F48-6AD8-452A-A3F0-C3D1FD0AAE2E},HasStyle,{4E50CEE4-ACBB-463C-A9DD-FA2EDA817552},355,296758,{0FA6A6B3-13F3-4AD3-8E70-74C23FA1E014}
esri__HasStyle_296761,esri__single_edge_collection/esri__HasStyle_296761,Beer/272517,Style/260603,_dMtPKeu--E,{EAF64D13-4196-4803-B427-3724624A0358},HasStyle,{8823B148-24F4-48B6-9B7B-498105B3C68F},357,296761,{B42D0BB4-372E-46AE-84FE-2D65F62A261E}
esri__HasStyle_296920,esri__single_edge_collection/esri__HasStyle_296920,Beer/274121,Style/260327,_dMtPKey--N,{DE46E5CA-C265-4EED-AAD4-A4CFA48D169F},HasStyle,{91F7F464-26A8-419B-B7A7-DA7CB5051136},492,296920,{25950948-23D6-489A-A143-C9D6A67F002C}
esri__HasStyle_296962,esri__single_edge_collection/esri__HasStyle_296962,Beer/268618,Style/260710,_dMtPKey--D,{89B3AA9A-6655-492E-BD11-B9845293D2BD},HasStyle,{806CFAC5-4BDB-4EC7-91A5-A5979A9D9062},596,296962,{C81E51D2-9B15-40F1-B239-469AB79D643D}
esri__HasStyle_296965,esri__single_edge_collection/esri__HasStyle_296965,Beer/266957,Style/260489,_dMtPKey--T,{B4BFAFB9-2943-4F15-BDDD-A579568F91D4},HasStyle,{108CF580-4F91-4F22-8C62-78B48E1D0B4F},600,296965,{35B84F05-BBD1-4BB3-BDBB-80C267083E44}
esri__HasStyle_296968,esri__single_edge_collection/esri__HasStyle_296968,Beer/275290,Style/260603,_dMtPKey--X,{EAF64D13-4196-4803-B427-3724624A0358},HasStyle,{37A6BAB8-3E81-4DF8-9A34-7127E736BC31},601,296968,{9A7A814C-967F-4BD9-8B1A-C393DB173705}
esri__HasStyle_297130,esri__single_edge_collection/esri__HasStyle_297130,Beer/266076,Style/260327,_dMtPKey--Z,{DE46E5CA-C265-4EED-AAD4-A4CFA48D169F},HasStyle,{6760AE27-2A25-450F-9A3A-BA7E19E49959},770,297130,{9D50855D-0258-4D5B-A9F1-DE364A02BD8F}
esri__HasStyle_297169,esri__single_edge_collection/esri__HasStyle_297169,Beer/272781,Style/260695,_dMtPKey--b,{AE26CF4F-188C-4E0C-AB75-133117932779},HasStyle,{C111BE9B-755A-4236-91DD-4B04CD0AF31E},810,297169,{F450E051-1B3A-41E9-B51F-AB04810C319D}
esri__HasStyle_297172,esri__single_edge_collection/esri__HasStyle_297172,Beer/275562,Style/260603,_dMtPKey--d,{EAF64D13-4196-4803-B427-3724624A0358},HasStyle,{281B3354-9A04-4AEA-A261-C422960756D5},568,297172,{F9F95899-1359-4C88-8BDC-F7846F2295F2}
esri__HasStyle_297175,esri__single_edge_collection/esri__HasStyle_297175,Beer/279169,Style/260606,_dMtPKey--p,{920230B9-5324-42E3-BD76-D646CCC253A9},HasStyle,{CCC8EE3F-AF09-4206-BA33-AA4A449B9439},813,297175,{C85A12F8-8E31-4DEA-A7E2-EAA00E7E2DF0}
